Transaction_ID,Date,Year,Quarter,City,City_Tier,State,Category,Platform,Payment_Method,Revenue_USD,Revenue_INR,GST_Rate_Pct,Customer_Rating,Is_Returned,Device_Type,Internet_Type
IND-2004689,01-08-2018,2018,Q3,Lucknow,Tier-2,Uttar Pradesh,Toys & Games,JioMart,UPI,50.34,4203,12,4.9,FALSE,Desktop,Broadband
IND-2004690,28-02-2020,2020,Q1,Mumbai,Tier-1,Maharashtra,Automotive,Flipkart,Cash on Delivery,445.25,37178,18,3.3,FALSE,Mobile,WiFi
IND-2004691,10-01-2018,2018,Q1,Jaipur,Tier-2,Rajasthan,Toys & Games,BigBasket,UPI,26.62,2223,12,2.8,FALSE,Desktop,WiFi
IND-2004692,20-04-2023,2023,Q2,Lucknow,Tier-2,Uttar Pradesh,Health & Beauty,Tata Cliq,Credit Card,71.12,5939,12,3.6,FALSE,Mobile,5G
IND-2004693,31-03-2021,2021,Q1,Hyderabad,Tier-1,Telangana,Toys & Games,Nykaa,UPI,35.68,2979,12,3.6,FALSE,Mobile,5G
IND-2004694,15-11-2017,2017,Q4,Surat,Tier-2,Gujarat,Grocery & Food,JioMart,UPI,21.21,1771,18,2.7,TRUE,Mobile,WiFi
IND-2004695,20-10-2022,2022,Q4,Jaipur,Tier-2,Rajasthan,Automotive,BigBasket,Credit Card,628.12,52448,18,4.1,FALSE,Mobile,4G
IND-2004696,29-10-2019,2019,Q4,Chandigarh,Tier-2,Punjab,Electronics,Snapdeal,UPI,228.59,19087,18,3.9,TRUE,Desktop,5G
IND-2004697,07-07-2018,2018,Q3,Delhi,Tier-1,Delhi,Health & Beauty,JioMart,BNPL,49.44,4128,18,4.1,FALSE,Mobile,4G
IND-2004698,19-12-2015,2015,Q4,Hyderabad,Tier-1,Telangana,Health & Beauty,Nykaa,UPI,45.61,3808,18,3.1,FALSE,Desktop,WiFi
IND-2004699,24-06-2022,2022,Q2,Delhi,Tier-1,Delhi,Grocery & Food,Myntra,UPI,28.94,2416,5,3.4,FALSE,Mobile,WiFi
IND-2004700,25-05-2020,2020,Q2,Surat,Tier-2,Gujarat,Grocery & Food,Snapdeal,Net Banking,47.52,3968,28,3.7,FALSE,Mobile,WiFi
IND-2004701,13-10-2022,2022,Q4,Surat,Tier-2,Gujarat,Toys & Games,Snapdeal,Wallet,57.38,4791,28,3.1,FALSE,Tablet,WiFi
IND-2004702,25-02-2017,2017,Q1,Chandigarh,Tier-2,Punjab,Electronics,Meesho,Credit Card,287.18,23980,12,3,TRUE,Mobile,4G
IND-2004703,01-03-2021,2021,Q1,Surat,Tier-2,Gujarat,Home & Furniture,JioMart,Debit Card,213.37,17816,18,4.4,FALSE,Mobile,4G
IND-2004704,12-06-2016,2016,Q2,Delhi,Tier-1,Delhi,Grocery & Food,JioMart,UPI,37.54,3135,28,5,FALSE,Mobile,3G
IND-2004705,20-10-2023,2023,Q4,Jaipur,Tier-2,Rajasthan,Health & Beauty,Nykaa,Net Banking,68.52,5721,28,2.6,FALSE,Tablet,4G
IND-2004706,14-10-2019,2019,Q4,Chandigarh,Tier-2,Punjab,Sports & Outdoors,BigBasket,UPI,275.66,23018,28,3,FALSE,Mobile,5G
IND-2004707,26-06-2016,2016,Q2,Surat,Tier-2,Gujarat,Home & Furniture,Myntra,Credit Card,160.48,13400,5,4.1,FALSE,Mobile,5G
IND-2004708,23-09-2016,2016,Q3,Kolkata,Tier-1,West Bengal,Jewellery & Watches,Myntra,Cash on Delivery,180.62,15082,28,3.3,FALSE,Mobile,WiFi
IND-2004709,14-11-2024,2024,Q4,Mumbai,Tier-1,Maharashtra,Sports & Outdoors,BigBasket,UPI,121.98,10185,5,4.4,FALSE,Desktop,4G
IND-2004710,01-09-2017,2017,Q3,Delhi,Tier-1,Delhi,Books & Media,BigBasket,UPI,15.86,1324,28,4.1,TRUE,Mobile,WiFi
IND-2004711,15-07-2022,2022,Q3,Kolkata,Tier-1,West Bengal,Grocery & Food,Flipkart,Cash on Delivery,25.53,2132,18,3.7,FALSE,Desktop,WiFi
IND-2004712,28-12-2022,2022,Q4,Chandigarh,Tier-2,Punjab,Toys & Games,BigBasket,Debit Card,72.69,6070,18,4.6,TRUE,Mobile,5G
IND-2004713,06-12-2022,2022,Q4,Chandigarh,Tier-2,Punjab,Grocery & Food,Meesho,UPI,30.33,2533,18,3.7,FALSE,Desktop,WiFi
IND-2004714,21-12-2024,2024,Q4,Kolkata,Tier-1,West Bengal,Electronics,BigBasket,Credit Card,458.11,38252,5,3.5,TRUE,Mobile,4G
IND-2004715,08-03-2017,2017,Q1,Kolkata,Tier-1,West Bengal,Electronics,Amazon India,Cash on Delivery,273.79,22861,12,4.7,TRUE,Mobile,4G
IND-2004716,23-10-2017,2017,Q4,Pune,Tier-1,Maharashtra,Grocery & Food,Flipkart,UPI,37.45,3127,5,3.5,FALSE,Mobile,4G
IND-2004717,10-11-2019,2019,Q4,Pune,Tier-1,Maharashtra,Electronics,Snapdeal,UPI,100.74,8412,28,2.9,FALSE,Mobile,5G
IND-2004718,08-10-2017,2017,Q4,Jaipur,Tier-2,Rajasthan,Home & Furniture,BigBasket,UPI,77.28,6453,18,3.8,FALSE,Mobile,5G
IND-2004719,18-05-2023,2023,Q2,Jaipur,Tier-2,Rajasthan,Electronics,Tata Cliq,UPI,217.14,18131,12,3.2,FALSE,Tablet,WiFi
IND-2004720,06-06-2019,2019,Q2,Chandigarh,Tier-2,Punjab,Grocery & Food,Flipkart,UPI,34.04,2842,18,4.4,FALSE,Mobile,5G
IND-2004721,08-06-2018,2018,Q2,Hyderabad,Tier-1,Telangana,Toys & Games,Nykaa,Net Banking,51.81,4326,28,3.9,FALSE,Mobile,5G
IND-2004722,19-05-2021,2021,Q2,Chandigarh,Tier-2,Punjab,Automotive,Snapdeal,UPI,254.33,21237,18,2.9,FALSE,Mobile,Broadband
IND-2004723,06-05-2019,2019,Q2,Lucknow,Tier-2,Uttar Pradesh,Health & Beauty,JioMart,Credit Card,50.47,4214,18,4.8,TRUE,Mobile,5G
IND-2004724,10-08-2021,2021,Q3,Pune,Tier-1,Maharashtra,Toys & Games,JioMart,UPI,62.76,5240,28,4.4,FALSE,Desktop,4G
IND-2004725,24-10-2016,2016,Q4,Jaipur,Tier-2,Rajasthan,Sports & Outdoors,Amazon India,UPI,64.69,5402,18,2.7,FALSE,Mobile,4G
IND-2004726,17-02-2024,2024,Q1,Pune,Tier-1,Maharashtra,Sports & Outdoors,Ajio,UPI,171.21,14296,28,4.9,FALSE,Mobile,WiFi
IND-2004727,27-05-2021,2021,Q2,Chennai,Tier-1,Tamil Nadu,Electronics,JioMart,Net Banking,177.06,14785,18,4.5,FALSE,Mobile,4G
IND-2004728,27-05-2021,2021,Q2,Delhi,Tier-1,Delhi,Automotive,Flipkart,UPI,430.47,35944,12,3.3,FALSE,Mobile,4G
IND-2004729,16-04-2018,2018,Q2,Delhi,Tier-1,Delhi,Fashion & Apparel,Myntra,Cash on Delivery,59.3,4952,18,4.3,FALSE,Mobile,5G
IND-2004730,25-10-2018,2018,Q4,Jaipur,Tier-2,Rajasthan,Home & Furniture,Meesho,Cash on Delivery,131.78,11004,12,3.2,FALSE,Mobile,5G
IND-2004731,05-10-2020,2020,Q4,Mumbai,Tier-1,Maharashtra,Health & Beauty,JioMart,Debit Card,86.55,7227,28,2.7,FALSE,Mobile,5G
IND-2004732,26-09-2016,2016,Q3,Delhi,Tier-1,Delhi,Fashion & Apparel,BigBasket,UPI,61.68,5150,18,2.7,FALSE,Desktop,4G
IND-2004733,05-10-2017,2017,Q4,Delhi,Tier-1,Delhi,Health & Beauty,BigBasket,UPI,54.18,4524,18,4.1,TRUE,Mobile,4G
IND-2004734,01-10-2022,2022,Q4,Bengaluru,Tier-1,Karnataka,Jewellery & Watches,Snapdeal,UPI,237.09,19797,28,4.3,FALSE,Mobile,Broadband
IND-2004735,17-05-2015,2015,Q2,Bengaluru,Tier-1,Karnataka,Sports & Outdoors,BigBasket,Net Banking,48.09,4016,18,4.6,FALSE,Mobile,4G
IND-2004736,09-04-2015,2015,Q2,Chennai,Tier-1,Tamil Nadu,Toys & Games,Nykaa,Debit Card,33.92,2832,28,2.7,FALSE,Mobile,5G
IND-2004737,20-10-2021,2021,Q4,Chandigarh,Tier-2,Punjab,Toys & Games,Ajio,UPI,38.15,3186,5,4,FALSE,Mobile,WiFi
IND-2004738,05-03-2017,2017,Q1,Ahmedabad,Tier-2,Gujarat,Home & Furniture,Amazon India,Cash on Delivery,161.57,13491,18,2.9,FALSE,Tablet,5G
IND-2004739,22-03-2016,2016,Q1,Lucknow,Tier-2,Uttar Pradesh,Books & Media,Flipkart,Debit Card,26.64,2224,12,2.6,FALSE,Mobile,4G
IND-2004740,08-01-2024,2024,Q1,Bengaluru,Tier-1,Karnataka,Books & Media,Myntra,BNPL,19.1,1595,18,2.8,TRUE,Mobile,WiFi
IND-2004741,12-06-2023,2023,Q2,Delhi,Tier-1,Delhi,Home & Furniture,Myntra,UPI,233.51,19498,18,3.2,FALSE,Mobile,Broadband
IND-2004742,02-10-2022,2022,Q4,Kolkata,Tier-1,West Bengal,Books & Media,Tata Cliq,Debit Card,13.38,1117,28,3.6,FALSE,Mobile,4G
IND-2004743,06-09-2018,2018,Q3,Mumbai,Tier-1,Maharashtra,Fashion & Apparel,Amazon India,UPI,77.3,6455,5,4.4,FALSE,Mobile,5G
IND-2004744,14-10-2015,2015,Q4,Kolkata,Tier-1,West Bengal,Home & Furniture,Flipkart,UPI,116.76,9749,5,3.3,FALSE,Mobile,4G
IND-2004745,01-04-2021,2021,Q2,Chandigarh,Tier-2,Punjab,Toys & Games,Tata Cliq,Credit Card,49.05,4096,12,4,TRUE,Mobile,WiFi
IND-2004746,10-04-2023,2023,Q2,Surat,Tier-2,Gujarat,Jewellery & Watches,Snapdeal,UPI,814.21,67987,18,2.7,FALSE,Desktop,4G
IND-2004747,26-07-2016,2016,Q3,Mumbai,Tier-1,Maharashtra,Home & Furniture,Nykaa,Cash on Delivery,217.52,18163,5,4.9,FALSE,Mobile,Broadband
IND-2004748,21-08-2024,2024,Q3,Pune,Tier-1,Maharashtra,Jewellery & Watches,BigBasket,UPI,441.78,36889,18,3.9,FALSE,Mobile,Broadband
IND-2004749,11-04-2015,2015,Q2,Mumbai,Tier-1,Maharashtra,Home & Furniture,Snapdeal,Credit Card,67.02,5596,28,4.6,TRUE,Mobile,4G
IND-2004750,30-08-2018,2018,Q3,Jaipur,Tier-2,Rajasthan,Toys & Games,Meesho,Credit Card,77.87,6502,12,4.2,FALSE,Desktop,4G
IND-2004751,18-04-2015,2015,Q2,Delhi,Tier-1,Delhi,Health & Beauty,Myntra,UPI,73.43,6131,18,4.1,FALSE,Mobile,5G
IND-2004752,16-12-2016,2016,Q4,Hyderabad,Tier-1,Telangana,Electronics,Ajio,UPI,151.81,12676,5,3,FALSE,Mobile,WiFi
IND-2004753,23-05-2022,2022,Q2,Chandigarh,Tier-2,Punjab,Toys & Games,Amazon India,Debit Card,47.9,4000,18,4.6,FALSE,Desktop,WiFi
IND-2004754,09-04-2018,2018,Q2,Hyderabad,Tier-1,Telangana,Fashion & Apparel,Meesho,BNPL,53.18,4441,28,4.4,FALSE,Mobile,5G
IND-2004755,25-08-2020,2020,Q3,Surat,Tier-2,Gujarat,Fashion & Apparel,Flipkart,Credit Card,52.26,4364,18,3,TRUE,Mobile,4G
IND-2004756,12-07-2015,2015,Q3,Chennai,Tier-1,Tamil Nadu,Jewellery & Watches,Flipkart,Wallet,141.43,11809,18,3.7,TRUE,Mobile,Broadband
IND-2004757,18-01-2020,2020,Q1,Lucknow,Tier-2,Uttar Pradesh,Jewellery & Watches,Amazon India,BNPL,606.78,50666,12,3.7,FALSE,Desktop,WiFi
IND-2004758,24-01-2023,2023,Q1,Jaipur,Tier-2,Rajasthan,Health & Beauty,Meesho,Debit Card,89.83,7501,28,4.1,FALSE,Mobile,4G
IND-2004759,23-12-2024,2024,Q4,Hyderabad,Tier-1,Telangana,Fashion & Apparel,JioMart,UPI,77.89,6504,18,3.8,FALSE,Mobile,4G
IND-2004760,24-02-2019,2019,Q1,Bengaluru,Tier-1,Karnataka,Grocery & Food,JioMart,UPI,28.34,2366,18,3.5,TRUE,Mobile,4G
IND-2004761,28-10-2021,2021,Q4,Pune,Tier-1,Maharashtra,Health & Beauty,JioMart,UPI,44.02,3676,12,3.3,FALSE,Mobile,WiFi
IND-2004762,30-04-2024,2024,Q2,Chennai,Tier-1,Tamil Nadu,Jewellery & Watches,Snapdeal,UPI,731.81,61106,18,4,FALSE,Desktop,WiFi
IND-2004763,26-05-2016,2016,Q2,Surat,Tier-2,Gujarat,Books & Media,Snapdeal,Net Banking,29.94,2500,28,2.7,FALSE,Mobile,Broadband
IND-2004764,10-06-2018,2018,Q2,Jaipur,Tier-2,Rajasthan,Sports & Outdoors,Nykaa,Cash on Delivery,112.02,9354,18,4.1,FALSE,Mobile,4G
IND-2004765,05-07-2024,2024,Q3,Surat,Tier-2,Gujarat,Health & Beauty,Nykaa,Debit Card,63.12,5271,12,3.9,FALSE,Desktop,5G
IND-2004766,15-08-2021,2021,Q3,Mumbai,Tier-1,Maharashtra,Grocery & Food,Amazon India,UPI,38.95,3252,18,2.8,FALSE,Tablet,WiFi
IND-2004767,27-05-2019,2019,Q2,Delhi,Tier-1,Delhi,Books & Media,Tata Cliq,UPI,20.07,1676,28,5,FALSE,Mobile,WiFi
IND-2004768,14-02-2022,2022,Q1,Hyderabad,Tier-1,Telangana,Fashion & Apparel,Amazon India,Debit Card,107.09,8942,28,4.8,FALSE,Mobile,4G
IND-2004769,06-02-2019,2019,Q1,Lucknow,Tier-2,Uttar Pradesh,Electronics,Myntra,UPI,111.41,9303,12,2.5,FALSE,Mobile,4G
IND-2004770,07-09-2017,2017,Q3,Pune,Tier-1,Maharashtra,Home & Furniture,Tata Cliq,Credit Card,156.62,13078,28,4.1,FALSE,Desktop,WiFi
IND-2004771,13-08-2023,2023,Q3,Hyderabad,Tier-1,Telangana,Home & Furniture,Snapdeal,Debit Card,150.54,12570,5,4.5,FALSE,Desktop,4G
IND-2004772,18-02-2017,2017,Q1,Mumbai,Tier-1,Maharashtra,Sports & Outdoors,Amazon India,Debit Card,77.5,6471,18,3,TRUE,Mobile,5G
IND-2004773,11-10-2018,2018,Q4,Hyderabad,Tier-1,Telangana,Jewellery & Watches,Snapdeal,Credit Card,407.24,34005,18,4.1,FALSE,Mobile,3G
IND-2004774,09-08-2019,2019,Q3,Chandigarh,Tier-2,Punjab,Home & Furniture,Ajio,Credit Card,108.95,9097,12,4.1,FALSE,Desktop,WiFi
IND-2004775,17-08-2019,2019,Q3,Chennai,Tier-1,Tamil Nadu,Electronics,Snapdeal,UPI,490.36,40945,18,3.3,TRUE,Desktop,WiFi
IND-2004776,05-11-2016,2016,Q4,Surat,Tier-2,Gujarat,Sports & Outdoors,Nykaa,Cash on Delivery,102.52,8560,18,4.1,FALSE,Mobile,4G
IND-2004777,28-04-2023,2023,Q2,Hyderabad,Tier-1,Telangana,Electronics,Snapdeal,UPI,344.42,28759,12,3.8,TRUE,Desktop,WiFi
IND-2004778,29-05-2017,2017,Q2,Pune,Tier-1,Maharashtra,Sports & Outdoors,JioMart,Credit Card,40.96,3420,18,3.2,TRUE,Mobile,4G
IND-2004779,17-03-2017,2017,Q1,Jaipur,Tier-2,Rajasthan,Jewellery & Watches,Myntra,Credit Card,654.46,54647,18,3.4,FALSE,Mobile,Broadband
IND-2004780,21-09-2019,2019,Q3,Hyderabad,Tier-1,Telangana,Health & Beauty,Flipkart,UPI,64.72,5404,18,4.6,FALSE,Mobile,4G
IND-2004781,22-10-2024,2024,Q4,Mumbai,Tier-1,Maharashtra,Jewellery & Watches,JioMart,UPI,321.52,26847,28,4.9,FALSE,Mobile,5G
IND-2004782,30-05-2020,2020,Q2,Mumbai,Tier-1,Maharashtra,Fashion & Apparel,Amazon India,Debit Card,99.3,8292,18,3.6,FALSE,Mobile,3G
IND-2004783,21-12-2015,2015,Q4,Pune,Tier-1,Maharashtra,Toys & Games,Snapdeal,Credit Card,22.29,1861,18,4.5,FALSE,Desktop,5G
IND-2004784,04-02-2022,2022,Q1,Delhi,Tier-1,Delhi,Toys & Games,Flipkart,Debit Card,45.97,3838,12,4.2,FALSE,Mobile,Broadband
IND-2004785,29-10-2024,2024,Q4,Delhi,Tier-1,Delhi,Home & Furniture,Flipkart,Net Banking,306.99,25634,28,3.8,FALSE,Mobile,WiFi
IND-2004786,24-10-2020,2020,Q4,Surat,Tier-2,Gujarat,Health & Beauty,Flipkart,UPI,49.17,4106,28,3.7,FALSE,Mobile,WiFi
IND-2004787,20-09-2015,2015,Q3,Hyderabad,Tier-1,Telangana,Books & Media,BigBasket,Debit Card,26.88,2244,12,3.7,FALSE,Mobile,WiFi
IND-2004788,31-03-2022,2022,Q1,Chandigarh,Tier-2,Punjab,Automotive,JioMart,Credit Card,830.8,69372,28,2.7,FALSE,Desktop,Broadband
IND-2004789,10-02-2018,2018,Q1,Pune,Tier-1,Maharashtra,Toys & Games,Amazon India,Cash on Delivery,62.46,5215,12,4.6,TRUE,Mobile,WiFi
IND-2004790,26-11-2019,2019,Q4,Surat,Tier-2,Gujarat,Jewellery & Watches,Nykaa,UPI,195.28,16306,18,4.1,FALSE,Mobile,WiFi
IND-2004791,31-03-2022,2022,Q1,Mumbai,Tier-1,Maharashtra,Automotive,BigBasket,Debit Card,472.3,39437,28,3.9,FALSE,Desktop,WiFi
IND-2004792,14-04-2018,2018,Q2,Chandigarh,Tier-2,Punjab,Toys & Games,Meesho,Debit Card,51.31,4284,5,4.7,FALSE,Desktop,4G
IND-2004793,01-11-2022,2022,Q4,Ahmedabad,Tier-2,Gujarat,Sports & Outdoors,Nykaa,Net Banking,94.4,7882,18,2.6,FALSE,Tablet,WiFi
IND-2004794,25-12-2021,2021,Q4,Chandigarh,Tier-2,Punjab,Fashion & Apparel,Myntra,UPI,83.83,7000,18,4.2,FALSE,Mobile,4G
IND-2004795,14-06-2022,2022,Q2,Pune,Tier-1,Maharashtra,Electronics,Amazon India,UPI,391.58,32697,18,3.1,FALSE,Desktop,Broadband
IND-2004796,07-11-2021,2021,Q4,Pune,Tier-1,Maharashtra,Fashion & Apparel,BigBasket,UPI,57.5,4801,5,3.1,FALSE,Desktop,WiFi
IND-2004797,08-11-2017,2017,Q4,Surat,Tier-2,Gujarat,Books & Media,Meesho,Net Banking,29.43,2457,5,4.6,FALSE,Desktop,WiFi
IND-2004798,05-04-2015,2015,Q2,Surat,Tier-2,Gujarat,Electronics,Meesho,UPI,106.67,8907,28,3.1,TRUE,Mobile,5G
IND-2004799,27-06-2021,2021,Q2,Chennai,Tier-1,Tamil Nadu,Fashion & Apparel,Tata Cliq,UPI,70.76,5908,18,4.8,FALSE,Mobile,4G
IND-2004800,14-09-2022,2022,Q3,Delhi,Tier-1,Delhi,Automotive,Myntra,Cash on Delivery,984.18,82179,18,4.6,TRUE,Mobile,WiFi
IND-2004801,16-02-2016,2016,Q1,Bengaluru,Tier-1,Karnataka,Automotive,Nykaa,Cash on Delivery,246.88,20614,5,3.6,FALSE,Desktop,5G
IND-2004802,29-06-2024,2024,Q2,Kolkata,Tier-1,West Bengal,Automotive,Amazon India,Cash on Delivery,1395.3,116508,5,3.6,FALSE,Desktop,4G
IND-2004803,04-03-2022,2022,Q1,Hyderabad,Tier-1,Telangana,Sports & Outdoors,Flipkart,BNPL,117.55,9815,5,3.4,FALSE,Mobile,WiFi
IND-2004804,25-07-2021,2021,Q3,Delhi,Tier-1,Delhi,Automotive,Tata Cliq,Wallet,502.54,41962,18,4.2,FALSE,Mobile,5G
IND-2004805,14-12-2024,2024,Q4,Ahmedabad,Tier-2,Gujarat,Grocery & Food,Ajio,Net Banking,43.66,3646,18,4.3,FALSE,Desktop,5G
IND-2004806,25-05-2021,2021,Q2,Mumbai,Tier-1,Maharashtra,Jewellery & Watches,Meesho,Debit Card,587.36,49045,28,4.9,FALSE,Mobile,WiFi
IND-2004807,29-06-2020,2020,Q2,Lucknow,Tier-2,Uttar Pradesh,Jewellery & Watches,Ajio,BNPL,488.2,40765,18,4.6,FALSE,Mobile,3G
IND-2004808,04-04-2015,2015,Q2,Ahmedabad,Tier-2,Gujarat,Sports & Outdoors,JioMart,Cash on Delivery,72.68,6069,18,2.7,FALSE,Mobile,WiFi
IND-2004809,09-09-2023,2023,Q3,Mumbai,Tier-1,Maharashtra,Automotive,Nykaa,UPI,404,33734,28,3.7,FALSE,Mobile,WiFi
IND-2004810,10-03-2022,2022,Q1,Hyderabad,Tier-1,Telangana,Home & Furniture,JioMart,Credit Card,97.98,8181,18,2.9,FALSE,Desktop,4G
IND-2004811,17-03-2015,2015,Q1,Chennai,Tier-1,Tamil Nadu,Books & Media,Snapdeal,Credit Card,19.7,1645,18,4.7,FALSE,Desktop,3G
IND-2004812,13-02-2022,2022,Q1,Hyderabad,Tier-1,Telangana,Toys & Games,BigBasket,Cash on Delivery,113.08,9442,12,4,FALSE,Mobile,WiFi
IND-2004813,18-11-2015,2015,Q4,Kolkata,Tier-1,West Bengal,Electronics,Flipkart,Cash on Delivery,210.45,17573,18,4.6,FALSE,Mobile,5G
IND-2004814,02-08-2020,2020,Q3,Hyderabad,Tier-1,Telangana,Automotive,Flipkart,UPI,554.26,46281,28,2.7,FALSE,Mobile,Broadband
IND-2004815,13-01-2024,2024,Q1,Bengaluru,Tier-1,Karnataka,Grocery & Food,BigBasket,UPI,53.49,4466,18,2.7,TRUE,Mobile,4G
IND-2004816,22-01-2018,2018,Q1,Kolkata,Tier-1,West Bengal,Home & Furniture,Nykaa,Cash on Delivery,134.2,11206,28,5,FALSE,Mobile,WiFi
IND-2004817,19-04-2018,2018,Q2,Surat,Tier-2,Gujarat,Sports & Outdoors,Tata Cliq,Debit Card,54.22,4527,18,2.5,FALSE,Mobile,Broadband
IND-2004818,25-06-2023,2023,Q2,Lucknow,Tier-2,Uttar Pradesh,Fashion & Apparel,BigBasket,UPI,70.61,5896,18,3.7,FALSE,Tablet,WiFi
IND-2004819,20-12-2022,2022,Q4,Chennai,Tier-1,Tamil Nadu,Sports & Outdoors,Snapdeal,Net Banking,122.52,10230,28,3.6,FALSE,Mobile,5G
IND-2004820,19-08-2016,2016,Q3,Mumbai,Tier-1,Maharashtra,Toys & Games,Flipkart,BNPL,30.29,2529,28,4.1,FALSE,Desktop,5G
IND-2004821,06-07-2015,2015,Q3,Jaipur,Tier-2,Rajasthan,Automotive,Myntra,Cash on Delivery,268.62,22430,18,5,FALSE,Desktop,4G
IND-2004822,09-03-2018,2018,Q1,Chandigarh,Tier-2,Punjab,Health & Beauty,BigBasket,UPI,71.86,6000,28,2.8,FALSE,Desktop,4G
IND-2004823,11-01-2020,2020,Q1,Kolkata,Tier-1,West Bengal,Toys & Games,Flipkart,Cash on Delivery,50.53,4219,18,4.9,FALSE,Mobile,3G
IND-2004824,08-08-2019,2019,Q3,Chandigarh,Tier-2,Punjab,Grocery & Food,Ajio,UPI,52.67,4398,28,3.8,FALSE,Mobile,WiFi
IND-2004825,17-10-2018,2018,Q4,Mumbai,Tier-1,Maharashtra,Sports & Outdoors,Myntra,Credit Card,101.93,8511,5,3.2,FALSE,Mobile,Broadband
IND-2004826,30-10-2019,2019,Q4,Jaipur,Tier-2,Rajasthan,Grocery & Food,Ajio,Debit Card,26.14,2183,5,2.9,FALSE,Tablet,4G
IND-2004827,19-01-2016,2016,Q1,Hyderabad,Tier-1,Telangana,Grocery & Food,Tata Cliq,UPI,17.53,1464,18,2.6,FALSE,Mobile,5G
IND-2004828,21-10-2020,2020,Q4,Lucknow,Tier-2,Uttar Pradesh,Sports & Outdoors,JioMart,Credit Card,102.52,8560,18,3.5,TRUE,Mobile,3G
IND-2004829,04-06-2016,2016,Q2,Hyderabad,Tier-1,Telangana,Jewellery & Watches,Flipkart,UPI,274.56,22926,5,3.1,TRUE,Mobile,4G
IND-2004830,20-08-2016,2016,Q3,Hyderabad,Tier-1,Telangana,Books & Media,Nykaa,Credit Card,15.9,1328,18,4.7,FALSE,Mobile,4G
IND-2004831,14-04-2016,2016,Q2,Jaipur,Tier-2,Rajasthan,Books & Media,JioMart,Debit Card,27.25,2275,5,4.1,FALSE,Mobile,4G
IND-2004832,27-04-2016,2016,Q2,Mumbai,Tier-1,Maharashtra,Automotive,BigBasket,BNPL,217.8,18186,12,3.3,FALSE,Mobile,4G
IND-2004833,13-09-2024,2024,Q3,Chandigarh,Tier-2,Punjab,Health & Beauty,Myntra,Debit Card,104.62,8736,12,3.7,FALSE,Mobile,WiFi
IND-2004834,21-10-2015,2015,Q4,Delhi,Tier-1,Delhi,Toys & Games,Myntra,UPI,21.95,1833,28,2.8,TRUE,Mobile,WiFi
IND-2004835,08-10-2022,2022,Q4,Bengaluru,Tier-1,Karnataka,Electronics,JioMart,BNPL,227.84,19025,18,4.6,FALSE,Mobile,WiFi
IND-2004836,09-02-2019,2019,Q1,Jaipur,Tier-2,Rajasthan,Sports & Outdoors,JioMart,Wallet,127.87,10677,18,3.5,TRUE,Mobile,4G
IND-2004837,07-05-2021,2021,Q2,Pune,Tier-1,Maharashtra,Electronics,Snapdeal,Credit Card,405.68,33874,28,5,FALSE,Mobile,Broadband
IND-2004838,29-03-2017,2017,Q1,Chandigarh,Tier-2,Punjab,Sports & Outdoors,Nykaa,UPI,145.9,12183,18,4.2,FALSE,Mobile,4G
IND-2004839,15-12-2022,2022,Q4,Mumbai,Tier-1,Maharashtra,Sports & Outdoors,Amazon India,UPI,105.47,8807,12,4.7,FALSE,Mobile,WiFi
IND-2004840,23-08-2021,2021,Q3,Chennai,Tier-1,Tamil Nadu,Home & Furniture,Nykaa,UPI,298.09,24891,28,3.4,TRUE,Mobile,WiFi
IND-2004841,25-05-2022,2022,Q2,Lucknow,Tier-2,Uttar Pradesh,Fashion & Apparel,Flipkart,Debit Card,69.34,5790,5,4,FALSE,Mobile,WiFi
IND-2004842,05-12-2015,2015,Q4,Pune,Tier-1,Maharashtra,Toys & Games,Myntra,Credit Card,22.51,1880,12,2.7,FALSE,Mobile,WiFi
IND-2004843,29-06-2021,2021,Q2,Jaipur,Tier-2,Rajasthan,Fashion & Apparel,Nykaa,UPI,94.28,7872,5,3,FALSE,Desktop,Broadband
IND-2004844,16-09-2018,2018,Q3,Surat,Tier-2,Gujarat,Grocery & Food,Ajio,Cash on Delivery,26.85,2242,28,4.5,FALSE,Mobile,5G
IND-2004845,26-12-2018,2018,Q4,Bengaluru,Tier-1,Karnataka,Automotive,Meesho,Net Banking,342.44,28594,5,2.6,FALSE,Mobile,5G
IND-2004846,10-05-2016,2016,Q2,Jaipur,Tier-2,Rajasthan,Jewellery & Watches,Meesho,UPI,242.98,20289,18,4.5,FALSE,Desktop,WiFi
IND-2004847,20-10-2016,2016,Q4,Delhi,Tier-1,Delhi,Home & Furniture,Ajio,UPI,116.29,9710,28,2.7,FALSE,Mobile,Broadband
IND-2004848,26-10-2018,2018,Q4,Delhi,Tier-1,Delhi,Jewellery & Watches,Snapdeal,Cash on Delivery,426.25,35592,18,4.3,FALSE,Mobile,5G
IND-2004849,08-11-2020,2020,Q4,Bengaluru,Tier-1,Karnataka,Automotive,Flipkart,UPI,566.31,47287,18,3.3,FALSE,Desktop,WiFi
IND-2004850,15-08-2017,2017,Q3,Chandigarh,Tier-2,Punjab,Automotive,Ajio,Credit Card,250.8,20942,18,3.4,FALSE,Mobile,4G
IND-2004851,27-11-2020,2020,Q4,Chandigarh,Tier-2,Punjab,Automotive,Nykaa,Net Banking,503.06,42006,12,4.6,FALSE,Mobile,5G
